"jsonkey_statid"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"
"1996_946_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_947_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_948_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_949_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_950_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_951_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_952_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_953_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_954_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_955_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_957_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_958_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_959_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_960_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_961_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_962_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_963_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_964_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_965_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_966_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_967_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_969_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_970_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_971_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_972_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_973_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_974_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_975_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_978_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_979_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_980_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_981_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_982_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_983_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_984_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_985_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_986_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_987_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_988_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_989_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_990_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_991_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_992_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_993_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_994_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_995_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_996_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_997_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_998_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_999_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1000_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1001_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1002_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1003_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1004_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1005_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1006_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1007_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1008_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1009_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1010_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1011_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1012_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1013_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1014_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1015_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1016_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1017_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1018_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1019_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1020_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1021_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1022_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1023_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1024_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1025_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1026_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1027_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1028_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1030_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1031_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1032_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1033_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1034_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1035_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1036_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1037_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1038_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1039_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1040_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1043_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1044_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1045_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1179_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1387_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1392_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1996_1393_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_10_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_3_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_11_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_13_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_15_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_18_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_19_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_21_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_22_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_25_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_26_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_27_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_28_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_830_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2427_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2444_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2445_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2470_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2479_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2499_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_2501_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_3146_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4390_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4062_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4351_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4352_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4353_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4354_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4355_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4356_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4357_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4358_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4359_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4360_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4362_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4363_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4364_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4365_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4366_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4368_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4369_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4370_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4371_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4372_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4373_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4374_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4375_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4376_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4377_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4378_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4379_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4381_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4382_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4383_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4384_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4385_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4386_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4387_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4388_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4389_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4391_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4392_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_4393_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5540_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5651_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5018_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5019_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5020_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5023_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5026_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5028_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5031_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5034_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5035_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5036_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5063_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5038_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5039_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5044_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5045_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5047_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5048_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5049_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5050_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5051_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5052_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5053_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5054_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5059_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5060_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5062_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5064_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5065_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5068_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5070_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5071_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5074_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5084_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5088_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5089_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5091_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5103_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5538_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5528_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5529_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5530_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5531_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5532_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5533_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5536_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5537_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5541_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5542_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5543_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5544_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5546_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5547_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5548_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5549_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5550_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5551_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5552_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5553_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5554_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5555_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5556_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5557_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5558_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5559_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5561_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5562_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5563_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5564_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5565_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5566_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5567_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5568_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5569_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5571_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5572_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5573_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5574_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5575_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5576_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5577_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5578_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5579_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5580_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5639_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5642_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5643_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5648_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5654_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5655_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5658_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5660_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5662_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5663_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5664_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5666_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5669_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5670_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5673_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5674_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5675_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5676_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5679_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5680_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5683_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5684_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5687_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5690_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5692_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5693_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5694_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5695_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5696_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5699_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5702_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5706_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5707_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5709_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5710_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5714_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5716_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5718_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5719_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5900_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5902_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5904_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5905_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5906_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5910_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5913_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5922_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5924_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5925_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5928_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5929_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5930_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5931_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5932_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5934_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5937_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5945_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5946_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5947_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5950_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5953_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5956_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5957_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5961_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5963_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5964_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5965_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5967_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5968_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_5969_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6729_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6730_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6676_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6677_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6678_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6680_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6681_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6682_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6683_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6686_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6687_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6697_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6708_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6709_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6710_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6711_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6715_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6716_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6723_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6724_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6725_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6727_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6728_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6731_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6733_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6734_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6735_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6764_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6771_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6773_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6774_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6775_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6776_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6777_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6780_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6781_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6782_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6790_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6791_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6792_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6793_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6794_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6795_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6796_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6797_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6798_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6799_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6805_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6806_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6820_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6821_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
