"jsonkey_statid"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"
"2000_6824_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6825_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6827_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6828_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6831_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6832_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6833_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6834_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6835_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6837_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6838_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_6839_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7113_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7233_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7234_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7257_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7258_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7290_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7313_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7322_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7360_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7374_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7378_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7702_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7703_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7748_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7690_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7691_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7692_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7693_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7694_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7695_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7696_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7697_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7698_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7699_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7700_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7701_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7704_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7705_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7706_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7707_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7708_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7709_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7710_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7711_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7712_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7713_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7714_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7715_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7716_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7717_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7718_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7719_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7720_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7721_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7722_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7723_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7724_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7725_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7726_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7727_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7728_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7729_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7730_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7731_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7732_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7733_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7734_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7735_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7736_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7737_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7738_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7739_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7740_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7741_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7742_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7743_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7744_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7745_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7746_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7747_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7749_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7750_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7751_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7752_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7753_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7754_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7755_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7756_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7757_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7758_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7759_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7760_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7761_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7762_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7763_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7764_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7765_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7766_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7767_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7768_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7769_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7770_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7771_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7798_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7772_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7773_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7774_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7775_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7776_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7777_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7778_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7779_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7780_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7781_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7782_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7783_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7784_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7785_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7786_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7787_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7788_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7789_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7790_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7791_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7792_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7793_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7794_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7795_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7796_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7797_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7799_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7800_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7801_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7802_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7803_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7804_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7805_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7806_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7807_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7808_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7809_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7810_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7811_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7812_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7813_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7814_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7844_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7815_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7816_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7817_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7818_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7819_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7820_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7821_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7822_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7823_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7824_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7825_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7826_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7827_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7828_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7829_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7830_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7831_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7832_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7833_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7834_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7835_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7836_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7837_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7838_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7839_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7840_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7841_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7842_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7843_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7845_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7846_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7847_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7848_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7849_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7850_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7851_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7852_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7853_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7854_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7855_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7856_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7857_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7858_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7859_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7860_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7861_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7862_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7863_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7864_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7865_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7866_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7867_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7868_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7869_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7870_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7871_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7872_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7873_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7874_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7875_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7876_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7877_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7878_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7879_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7880_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_7881_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8055_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8070_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8056_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8067_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8043_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8044_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8045_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8046_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8047_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8048_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8049_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8050_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8051_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8052_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8053_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8054_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8057_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8058_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8059_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8060_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8061_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8062_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8063_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8064_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8065_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8066_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8068_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8069_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8071_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8072_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8073_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8074_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8075_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8076_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8077_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8078_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8079_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8080_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8081_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8082_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8083_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8084_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8085_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8086_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8087_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8088_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8089_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8090_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8091_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8092_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8093_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8094_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8095_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8096_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8097_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8098_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8099_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8100_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8101_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8102_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8103_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8104_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8105_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8106_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8107_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8108_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8109_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8110_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8111_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8112_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"2000_8113_110"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
