jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo
TX_MAJ_31	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=31	1124881_LOCAL STREETS	This is route ID 1124881 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_32	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=32	1128169_LOCAL STREETS	This is route ID 1128169 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_33	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=33	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_34	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=34	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_35	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=35	1120862_LOCAL STREETS	This is route ID 1120862 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_36	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=36	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_37	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=37	1124407_LOCAL STREETS	This is route ID 1124407 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_38	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=38	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_39	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=39	1124407_LOCAL STREETS	This is route ID 1124407 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_40	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=40	1122772_LOCAL STREETS	This is route ID 1122772 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_41	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=41	1120851_LOCAL STREETS	This is route ID 1120851 with Monitor status	Floodcast_Dewberry	NA	NA
